#1000 pts per wavenumber up to wavenumber=2000
#100 pts per wavenumber after wavenumber=2000
#x   qext   qsca   qback   gsca   p180
469.0   2.0490   2.0490   1.7464   0.0000   0.0678
470.0   2.0445   2.0445   2.1694   0.0000   0.0844
471.0   2.0353   2.0353   1.7836   0.0000   0.0697
472.0   2.0244   2.0244   2.0496   0.0000   0.0806
473.0   2.0173   2.0173   1.8651   0.0000   0.0736
474.0   2.0170   2.0170   2.5227   0.0000   0.0995
475.0   2.0234   2.0234   1.7681   0.0000   0.0695
476.0   2.0340   2.0340   1.9579   0.0000   0.0766
477.0   2.0434   2.0434   1.5363   0.0000   0.0598
478.0   2.0483   2.0483   1.8188   0.0000   0.0707
479.0   2.0463   2.0463   1.7008   0.0000   0.0661
480.0   2.0388   2.0388   1.5869   0.0000   0.0619
481.0   2.0284   2.0284   1.5913   0.0000   0.0624
482.0   2.0198   2.0198   1.4844   0.0000   0.0585
483.0   2.0163   2.0163   1.7799   0.0000   0.0702
484.0   2.0197   2.0197   1.8451   0.0000   0.0727
485.0   2.0287   2.0287   2.2839   0.0000   0.0896
486.0   2.0389   2.0389   1.7402   0.0000   0.0679
487.0   2.0464   2.0464   2.1387   0.0000   0.0832
488.0   2.0475   2.0475   1.8567   0.0000   0.0722
489.0   2.0421   2.0421   2.3197   0.0000   0.0904
490.0   2.0323   2.0323   1.9009   0.0000   0.0744
491.0   2.0228   2.0228   1.7240   0.0000   0.0678
492.0   2.0168   2.0168   1.6449   0.0000   0.0649
493.0   2.0174   2.0174   1.6419   0.0000   0.0648
494.0   2.0244   2.0244   1.8610   0.0000   0.0732
495.0   2.0341   2.0341   1.5564   0.0000   0.0609
496.0   2.0429   2.0429   1.6306   0.0000   0.0635
497.0   2.0471   2.0471   1.6416   0.0000   0.0638
498.0   2.0445   2.0445   1.9325   0.0000   0.0752
499.0   2.0365   2.0365   1.9261   0.0000   0.0753
500.0   2.0265   2.0265   2.1318   0.0000   0.0837
501.0   2.0183   2.0183   1.9126   0.0000   0.0754
502.0   2.0160   2.0160   1.8436   0.0000   0.0728
503.0   2.0206   2.0206   2.1592   0.0000   0.0850
504.0   2.0295   2.0295   1.9892   0.0000   0.0780
505.0   2.0391   2.0391   1.9672   0.0000   0.0768
506.0   2.0454   2.0454   1.5662   0.0000   0.0609
507.0   2.0455   2.0455   1.5984   0.0000   0.0622
508.0   2.0398   2.0398   1.6026   0.0000   0.0625
509.0   2.0307   2.0307   1.8041   0.0000   0.0707
510.0   2.0213   2.0213   1.6383   0.0000   0.0645
511.0   2.0162   2.0162   1.6347   0.0000   0.0645
512.0   2.0175   2.0175   1.8729   0.0000   0.0739
513.0   2.0248   2.0248   1.9227   0.0000   0.0756
514.0   2.0347   2.0347   2.2628   0.0000   0.0885
515.0   2.0430   2.0430   1.9182   0.0000   0.0747
516.0   2.0457   2.0457   2.0789   0.0000   0.0809
517.0   2.0422   2.0422   1.7951   0.0000   0.0699
518.0   2.0341   2.0341   2.1852   0.0000   0.0855
519.0   2.0246   2.0246   1.7976   0.0000   0.0707
520.0   2.0180   2.0180   1.8374   0.0000   0.0725
521.0   2.0162   2.0162   1.4626   0.0000   0.0577
522.0   2.0208   2.0208   1.6413   0.0000   0.0646
523.0   2.0297   2.0297   1.6623   0.0000   0.0652
524.0   2.0392   2.0392   1.7550   0.0000   0.0685
525.0   2.0447   2.0447   1.7635   0.0000   0.0686
526.0   2.0443   2.0443   1.6142   0.0000   0.0628
527.0   2.0375   2.0375   2.0280   0.0000   0.0792
528.0   2.0280   2.0280   1.8435   0.0000   0.0723
529.0   2.0200   2.0200   2.4567   0.0000   0.0968
530.0   2.0161   2.0161   1.8210   0.0000   0.0719
531.0   2.0182   2.0182   2.1274   0.0000   0.0839
532.0   2.0255   2.0255   1.8058   0.0000   0.0709
533.0   2.0346   2.0346   2.0790   0.0000   0.0813
534.0   2.0421   2.0421   1.7470   0.0000   0.0681
535.0   2.0448   2.0448   1.7147   0.0000   0.0667
536.0   2.0406   2.0406   1.5019   0.0000   0.0586
537.0   2.0321   2.0321   1.5375   0.0000   0.0602
538.0   2.0229   2.0229   1.9802   0.0000   0.0779
539.0   2.0166   2.0166   1.6512   0.0000   0.0652
540.0   2.0163   2.0163   1.9200   0.0000   0.0758
541.0   2.0219   2.0219   1.6584   0.0000   0.0653
542.0   2.0305   2.0305   2.1177   0.0000   0.0830
543.0   2.0389   2.0389   2.0206   0.0000   0.0789
544.0   2.0437   2.0437   2.2635   0.0000   0.0881
545.0   2.0423   2.0423   1.9207   0.0000   0.0748
546.0   2.0357   2.0357   1.9050   0.0000   0.0745
547.0   2.0267   2.0267   1.8150   0.0000   0.0713
548.0   2.0186   2.0186   1.9237   0.0000   0.0758
549.0   2.0155   2.0155   1.7788   0.0000   0.0702
550.0   2.0186   2.0186   1.5877   0.0000   0.0626
551.0   2.0261   2.0261   1.5907   0.0000   0.0625
552.0   2.0353   2.0353   1.5703   0.0000   0.0614
553.0   2.0419   2.0419   2.0303   0.0000   0.0791
554.0   2.0430   2.0430   1.8418   0.0000   0.0717
555.0   2.0385   2.0385   1.8470   0.0000   0.0721
556.0   2.0301   2.0301   1.9346   0.0000   0.0758
557.0   2.0215   2.0215   2.1197   0.0000   0.0834
558.0   2.0163   2.0163   2.2632   0.0000   0.0893
559.0   2.0166   2.0166   2.1008   0.0000   0.0829
560.0   2.0220   2.0220   1.8578   0.0000   0.0731
561.0   2.0309   2.0309   1.7130   0.0000   0.0671
562.0   2.0389   2.0389   1.8472   0.0000   0.0721
563.0   2.0428   2.0428   1.6637   0.0000   0.0648
564.0   2.0409   2.0409   1.8304   0.0000   0.0714
565.0   2.0336   2.0336   1.5314   0.0000   0.0599
566.0   2.0245   2.0245   1.6118   0.0000   0.0634
567.0   2.0177   2.0177   1.7936   0.0000   0.0707
568.0   2.0156   2.0156   1.9120   0.0000   0.0755
569.0   2.0191   2.0191   2.0824   0.0000   0.0821
570.0   2.0269   2.0269   1.8362   0.0000   0.0721
571.0   2.0351   2.0351   2.0505   0.0000   0.0802
572.0   2.0410   2.0410   1.9686   0.0000   0.0768
573.0   2.0421   2.0421   2.4949   0.0000   0.0972
574.0   2.0369   2.0369   1.7937   0.0000   0.0701
575.0   2.0283   2.0283   1.9232   0.0000   0.0755
576.0   2.0200   2.0200   1.5989   0.0000   0.0630
577.0   2.0153   2.0153   1.8430   0.0000   0.0728
578.0   2.0167   2.0167   1.7024   0.0000   0.0672
579.0   2.0233   2.0233   1.6713   0.0000   0.0657
580.0   2.0315   2.0315   1.6450   0.0000   0.0644
581.0   2.0386   2.0386   1.5497   0.0000   0.0605
582.0   2.0416   2.0416   2.0469   0.0000   0.0798
583.0   2.0389   2.0389   1.9338   0.0000   0.0755
584.0   2.0320   2.0320   2.1940   0.0000   0.0859
585.0   2.0235   2.0235   1.8140   0.0000   0.0713
586.0   2.0166   2.0166   2.1502   0.0000   0.0848
587.0   2.0151   2.0151   1.8266   0.0000   0.0721
588.0   2.0196   2.0196   2.3699   0.0000   0.0934
589.0   2.0274   2.0274   1.6811   0.0000   0.0660
590.0   2.0358   2.0358   1.7372   0.0000   0.0679
591.0   2.0406   2.0406   1.6716   0.0000   0.0652
592.0   2.0401   2.0401   1.7671   0.0000   0.0689
593.0   2.0347   2.0347   1.8440   0.0000   0.0721
594.0   2.0268   2.0268   1.6089   0.0000   0.0632
595.0   2.0190   2.0190   1.7386   0.0000   0.0685
596.0   2.0153   2.0153   1.7272   0.0000   0.0682
597.0   2.0169   2.0169   2.1889   0.0000   0.0864
598.0   2.0233   2.0233   1.9458   0.0000   0.0765
599.0   2.0320   2.0320   2.1691   0.0000   0.0849
600.0   2.0387   2.0387   1.8227   0.0000   0.0711
601.0   2.0408   2.0408   2.1367   0.0000   0.0833
602.0   2.0373   2.0373   1.9944   0.0000   0.0779
603.0   2.0299   2.0299   2.0685   0.0000   0.0811
604.0   2.0215   2.0215   1.7263   0.0000   0.0680
605.0   2.0163   2.0163   1.6116   0.0000   0.0636
606.0   2.0156   2.0156   1.6662   0.0000   0.0658
607.0   2.0200   2.0200   1.7178   0.0000   0.0677
608.0   2.0281   2.0281   1.8517   0.0000   0.0727
609.0   2.0355   2.0355   1.6249   0.0000   0.0635
610.0   2.0399   2.0399   1.8494   0.0000   0.0721
611.0   2.0391   2.0391   1.8860   0.0000   0.0736
612.0   2.0331   2.0331   2.1516   0.0000   0.0842
613.0   2.0248   2.0248   2.1141   0.0000   0.0831
614.0   2.0179   2.0179   2.0070   0.0000   0.0791
615.0   2.0148   2.0148   1.9684   0.0000   0.0777
616.0   2.0174   2.0174   1.8668   0.0000   0.0736
617.0   2.0244   2.0244   2.2924   0.0000   0.0901
618.0   2.0322   2.0322   1.8241   0.0000   0.0714
619.0   2.0381   2.0381   1.6949   0.0000   0.0662
620.0   2.0395   2.0395   1.5933   0.0000   0.0622
621.0   2.0356   2.0356   1.6949   0.0000   0.0663
622.0   2.0283   2.0283   1.7544   0.0000   0.0688
623.0   2.0207   2.0207   1.8363   0.0000   0.0723
624.0   2.0153   2.0153   1.7725   0.0000   0.0700
625.0   2.0154   2.0154   1.7237   0.0000   0.0681
626.0   2.0207   2.0207   2.1951   0.0000   0.0864
627.0   2.0285   2.0285   1.9460   0.0000   0.0763
628.0   2.0359   2.0359   2.3492   0.0000   0.0918
629.0   2.0393   2.0393   1.8499   0.0000   0.0722
630.0   2.0372   2.0372   2.0203   0.0000   0.0789
631.0   2.0312   2.0312   1.8008   0.0000   0.0705
632.0   2.0236   2.0236   2.1361   0.0000   0.0840
633.0   2.0171   2.0171   1.7116   0.0000   0.0675
634.0   2.0150   2.0150   1.6216   0.0000   0.0640
635.0   2.0177   2.0177   1.5741   0.0000   0.0621
636.0   2.0245   2.0245   1.8096   0.0000   0.0711
637.0   2.0325   2.0325   2.0145   0.0000   0.0789
638.0   2.0381   2.0381   1.7450   0.0000   0.0681
639.0   2.0385   2.0385   1.9682   0.0000   0.0768
640.0   2.0340   2.0340   1.7328   0.0000   0.0678
641.0   2.0264   2.0264   2.3034   0.0000   0.0905
642.0   2.0190   2.0190   1.8882   0.0000   0.0744
643.0   2.0153   2.0153   2.3056   0.0000   0.0910
644.0   2.0160   2.0160   1.8309   0.0000   0.0723
645.0   2.0212   2.0212   1.9981   0.0000   0.0787
646.0   2.0288   2.0288   1.7742   0.0000   0.0696
647.0   2.0355   2.0355   2.0212   0.0000   0.0790
648.0   2.0384   2.0384   1.6668   0.0000   0.0651
649.0   2.0364   2.0364   1.5796   0.0000   0.0617
650.0   2.0297   2.0297   1.6530   0.0000   0.0648
651.0   2.0217   2.0217   1.6923   0.0000   0.0666
652.0   2.0162   2.0162   2.2026   0.0000   0.0869
653.0   2.0147   2.0147   1.6489   0.0000   0.0651
654.0   2.0185   2.0185   2.0857   0.0000   0.0822
655.0   2.0255   2.0255   1.9335   0.0000   0.0760
656.0   2.0326   2.0326   2.2354   0.0000   0.0875
657.0   2.0371   2.0371   2.0769   0.0000   0.0811
658.0   2.0374   2.0374   2.1572   0.0000   0.0843
659.0   2.0325   2.0325   1.8190   0.0000   0.0712
660.0   2.0251   2.0251   1.7676   0.0000   0.0695
661.0   2.0183   2.0183   1.8952   0.0000   0.0747
662.0   2.0145   2.0145   1.8274   0.0000   0.0722
663.0   2.0160   2.0160   1.7293   0.0000   0.0683
664.0   2.0220   2.0220   1.5419   0.0000   0.0607
665.0   2.0294   2.0294   1.7169   0.0000   0.0673
666.0   2.0355   2.0355   1.8537   0.0000   0.0725
667.0   2.0376   2.0376   2.0692   0.0000   0.0808
668.0   2.0345   2.0345   1.9058   0.0000   0.0745
669.0   2.0281   2.0281   1.9166   0.0000   0.0752
670.0   2.0208   2.0208   2.1223   0.0000   0.0836
671.0   2.0156   2.0156   2.1299   0.0000   0.0841
672.0   2.0148   2.0148   2.1186   0.0000   0.0837
673.0   2.0188   2.0188   1.9133   0.0000   0.0754
674.0   2.0257   2.0257   1.8133   0.0000   0.0712
675.0   2.0329   2.0329   1.6484   0.0000   0.0645
676.0   2.0370   2.0370   1.9011   0.0000   0.0743
677.0   2.0361   2.0361   1.7640   0.0000   0.0689
678.0   2.0309   2.0309   1.6685   0.0000   0.0654
679.0   2.0235   2.0235   1.6728   0.0000   0.0658
680.0   2.0171   2.0171   1.7257   0.0000   0.0681
681.0   2.0146   2.0146   2.2393   0.0000   0.0885
682.0   2.0166   2.0166   2.0074   0.0000   0.0792
683.0   2.0223   2.0223   2.0403   0.0000   0.0803
684.0   2.0297   2.0297   1.9127   0.0000   0.0750
685.0   2.0351   2.0351   2.1953   0.0000   0.0858
686.0   2.0366   2.0366   1.8411   0.0000   0.0719
687.0   2.0336   2.0336   2.2069   0.0000   0.0864
688.0   2.0267   2.0267   1.6854   0.0000   0.0662
689.0   2.0193   2.0193   1.8469   0.0000   0.0728
690.0   2.0148   2.0148   1.6937   0.0000   0.0669
691.0   2.0148   2.0148   1.7743   0.0000   0.0701
692.0   2.0194   2.0194   1.8585   0.0000   0.0732
693.0   2.0266   2.0266   1.6167   0.0000   0.0635
694.0   2.0328   2.0328   1.7649   0.0000   0.0691
695.0   2.0360   2.0360   1.7630   0.0000   0.0689
696.0   2.0351   2.0351   2.4863   0.0000   0.0972
697.0   2.0295   2.0295   1.9200   0.0000   0.0753
698.0   2.0224   2.0224   2.1801   0.0000   0.0858
699.0   2.0164   2.0164   1.7925   0.0000   0.0707
700.0   2.0139   2.0139   2.2576   0.0000   0.0892
701.0   2.0167   2.0167   1.8811   0.0000   0.0742
702.0   2.0233   2.0233   2.0669   0.0000   0.0813
703.0   2.0301   2.0301   1.6718   0.0000   0.0655
704.0   2.0350   2.0350   1.6519   0.0000   0.0646
705.0   2.0357   2.0357   1.8184   0.0000   0.0711
706.0   2.0317   2.0317   1.7633   0.0000   0.0691
707.0   2.0252   2.0252   1.9019   0.0000   0.0747
708.0   2.0187   2.0187   1.6853   0.0000   0.0664
709.0   2.0145   2.0145   1.8722   0.0000   0.0740
710.0   2.0149   2.0149   1.8848   0.0000   0.0744
711.0   2.0198   2.0198   2.4535   0.0000   0.0967
712.0   2.0267   2.0267   1.9057   0.0000   0.0748
713.0   2.0331   2.0331   1.9881   0.0000   0.0778
714.0   2.0358   2.0358   1.8577   0.0000   0.0726
715.0   2.0336   2.0336   2.0910   0.0000   0.0818
716.0   2.0279   2.0279   2.0628   0.0000   0.0809
717.0   2.0209   2.0209   1.8248   0.0000   0.0719
718.0   2.0155   2.0155   1.6562   0.0000   0.0654
719.0   2.0143   2.0143   1.6463   0.0000   0.0650
720.0   2.0173   2.0173   1.7905   0.0000   0.0706
721.0   2.0233   2.0233   1.8238   0.0000   0.0717
722.0   2.0303   2.0303   1.9319   0.0000   0.0757
723.0   2.0347   2.0347   1.8052   0.0000   0.0706
724.0   2.0348   2.0348   1.9096   0.0000   0.0747
725.0   2.0307   2.0307   2.1202   0.0000   0.0831
726.0   2.0237   2.0237   2.2355   0.0000   0.0879
727.0   2.0172   2.0172   2.0847   0.0000   0.0822
728.0   2.0142   2.0142   1.8509   0.0000   0.0731
729.0   2.0153   2.0153   1.9411   0.0000   0.0766
730.0   2.0204   2.0204   1.8785   0.0000   0.0740
731.0   2.0275   2.0275   2.0607   0.0000   0.0809
732.0   2.0328   2.0328   1.6688   0.0000   0.0653
733.0   2.0348   2.0348   1.6123   0.0000   0.0631
734.0   2.0326   2.0326   1.7126   0.0000   0.0670
735.0   2.0266   2.0266   1.8394   0.0000   0.0722
736.0   2.0198   2.0198   1.8969   0.0000   0.0747
737.0   2.0151   2.0151   1.8864   0.0000   0.0745
738.0   2.0139   2.0139   1.9464   0.0000   0.0769
739.0   2.0176   2.0176   1.7828   0.0000   0.0703
740.0   2.0243   2.0243   2.4284   0.0000   0.0955
741.0   2.0306   2.0306   1.9624   0.0000   0.0769
742.0   2.0343   2.0343   2.2530   0.0000   0.0881
743.0   2.0337   2.0337   1.8171   0.0000   0.0711
744.0   2.0289   2.0289   1.9506   0.0000   0.0765
745.0   2.0224   2.0224   1.8430   0.0000   0.0725
746.0   2.0168   2.0168   1.9826   0.0000   0.0782
747.0   2.0138   2.0138   1.5886   0.0000   0.0628
748.0   2.0155   2.0155   1.5965   0.0000   0.0630
749.0   2.0209   2.0209   1.8243   0.0000   0.0718
750.0   2.0276   2.0276   1.7981   0.0000   0.0706
751.0   2.0330   2.0330   2.1240   0.0000   0.0831
752.0   2.0344   2.0344   1.7372   0.0000   0.0680
753.0   2.0311   2.0311   2.1011   0.0000   0.0823
754.0   2.0250   2.0250   1.8546   0.0000   0.0729
755.0   2.0186   2.0186   2.3782   0.0000   0.0938
756.0   2.0144   2.0144   1.9558   0.0000   0.0773
757.0   2.0145   2.0145   2.0513   0.0000   0.0810
758.0   2.0182   2.0182   1.7299   0.0000   0.0682
759.0   2.0243   2.0243   1.9156   0.0000   0.0753
760.0   2.0306   2.0306   1.9034   0.0000   0.0746
761.0   2.0339   2.0339   1.8538   0.0000   0.0725
762.0   2.0328   2.0328   1.6775   0.0000   0.0657
763.0   2.0280   2.0280   1.6100   0.0000   0.0632
764.0   2.0210   2.0210   1.9176   0.0000   0.0755
765.0   2.0155   2.0155   1.8378   0.0000   0.0726
766.0   2.0139   2.0139   2.1645   0.0000   0.0855
767.0   2.0161   2.0161   1.8412   0.0000   0.0727
768.0   2.0216   2.0216   2.0811   0.0000   0.0819
769.0   2.0281   2.0281   2.1152   0.0000   0.0830
770.0   2.0324   2.0324   2.2647   0.0000   0.0887
771.0   2.0332   2.0332   1.9214   0.0000   0.0752
772.0   2.0303   2.0303   1.9120   0.0000   0.0749
773.0   2.0240   2.0240   1.6966   0.0000   0.0667
774.0   2.0176   2.0176   1.7374   0.0000   0.0685
775.0   2.0141   2.0141   2.0425   0.0000   0.0807
776.0   2.0142   2.0142   1.6873   0.0000   0.0667
777.0   2.0187   2.0187   1.6700   0.0000   0.0658
778.0   2.0253   2.0253   1.7521   0.0000   0.0688
779.0   2.0307   2.0307   1.8753   0.0000   0.0735
780.0   2.0331   2.0331   2.0882   0.0000   0.0817
781.0   2.0317   2.0317   2.0822   0.0000   0.0816
782.0   2.0264   2.0264   2.0046   0.0000   0.0787
783.0   2.0201   2.0201   1.9809   0.0000   0.0780
784.0   2.0153   2.0153   2.2454   0.0000   0.0887
785.0   2.0135   2.0135   2.0163   0.0000   0.0797
786.0   2.0162   2.0162   2.0116   0.0000   0.0794
787.0   2.0220   2.0220   1.7369   0.0000   0.0684
788.0   2.0282   2.0282   1.8117   0.0000   0.0711
789.0   2.0325   2.0325   1.7034   0.0000   0.0667
790.0   2.0327   2.0327   1.9584   0.0000   0.0767
791.0   2.0286   2.0286   1.7705   0.0000   0.0695
792.0   2.0225   2.0225   1.5859   0.0000   0.0624
793.0   2.0168   2.0168   1.8818   0.0000   0.0742
794.0   2.0137   2.0137   1.9101   0.0000   0.0755
795.0   2.0148   2.0148   2.3008   0.0000   0.0909
796.0   2.0192   2.0192   1.9748   0.0000   0.0778
797.0   2.0252   2.0252   2.0685   0.0000   0.0813
798.0   2.0307   2.0307   1.8424   0.0000   0.0722
799.0   2.0328   2.0328   2.2141   0.0000   0.0867
800.0   2.0306   2.0306   1.7861   0.0000   0.0700
801.0   2.0254   2.0254   2.0178   0.0000   0.0793
802.0   2.0189   2.0189   1.6771   0.0000   0.0661
803.0   2.0143   2.0143   1.7242   0.0000   0.0681
804.0   2.0137   2.0137   1.9351   0.0000   0.0765
805.0   2.0169   2.0169   1.8192   0.0000   0.0718
806.0   2.0226   2.0226   1.9229   0.0000   0.0757
807.0   2.0285   2.0285   1.6836   0.0000   0.0660
808.0   2.0318   2.0318   1.9604   0.0000   0.0768
809.0   2.0316   2.0316   1.9350   0.0000   0.0758
810.0   2.0279   2.0279   2.4435   0.0000   0.0959
811.0   2.0216   2.0216   1.8462   0.0000   0.0727
812.0   2.0159   2.0159   2.0629   0.0000   0.0814
813.0   2.0133   2.0133   1.8582   0.0000   0.0734
814.0   2.0146   2.0146   2.1258   0.0000   0.0840
815.0   2.0198   2.0198   1.8466   0.0000   0.0728
816.0   2.0262   2.0262   1.8349   0.0000   0.0721
817.0   2.0307   2.0307   1.6511   0.0000   0.0647
818.0   2.0319   2.0319   1.6312   0.0000   0.0639
819.0   2.0295   2.0295   1.9416   0.0000   0.0761
820.0   2.0239   2.0239   1.8294   0.0000   0.0719
821.0   2.0181   2.0181   1.9541   0.0000   0.0771
822.0   2.0142   2.0142   1.7858   0.0000   0.0706
823.0   2.0135   2.0135   2.0582   0.0000   0.0813
824.0   2.0170   2.0170   2.0722   0.0000   0.0818
825.0   2.0231   2.0231   2.3378   0.0000   0.0920
826.0   2.0287   2.0287   1.8630   0.0000   0.0731
827.0   2.0318   2.0318   1.9153   0.0000   0.0750
828.0   2.0308   2.0308   1.9904   0.0000   0.0780
829.0   2.0262   2.0262   1.9665   0.0000   0.0772
830.0   2.0203   2.0203   1.8681   0.0000   0.0736
831.0   2.0154   2.0154   1.7319   0.0000   0.0684
832.0   2.0133   2.0133   1.6226   0.0000   0.0641
833.0   2.0152   2.0152   1.7132   0.0000   0.0677
834.0   2.0202   2.0202   1.9904   0.0000   0.0784
835.0   2.0260   2.0260   1.8917   0.0000   0.0743
836.0   2.0306   2.0306   1.8912   0.0000   0.0741
837.0   2.0316   2.0316   1.8778   0.0000   0.0736
838.0   2.0284   2.0284   1.9137   0.0000   0.0751
839.0   2.0229   2.0229   2.3481   0.0000   0.0924
840.0   2.0169   2.0169   2.0333   0.0000   0.0802
841.0   2.0134   2.0134   1.9535   0.0000   0.0772
842.0   2.0139   2.0139   1.8165   0.0000   0.0718
843.0   2.0178   2.0178   1.9512   0.0000   0.0770
844.0   2.0235   2.0235   1.8945   0.0000   0.0745
845.0   2.0288   2.0288   1.8444   0.0000   0.0723
846.0   2.0311   2.0311   1.6916   0.0000   0.0663
847.0   2.0298   2.0298   1.6766   0.0000   0.0657
848.0   2.0254   2.0254   1.9335   0.0000   0.0760
849.0   2.0193   2.0193   1.9696   0.0000   0.0776
850.0   2.0145   2.0145   2.0557   0.0000   0.0812
851.0   2.0131   2.0131   1.8022   0.0000   0.0712
852.0   2.0154   2.0154   2.0262   0.0000   0.0800
853.0   2.0207   2.0207   1.8490   0.0000   0.0728
854.0   2.0268   2.0268   2.5015   0.0000   0.0982
855.0   2.0303   2.0303   1.8967   0.0000   0.0743
856.0   2.0305   2.0305   1.8902   0.0000   0.0741
857.0   2.0273   2.0273   1.7810   0.0000   0.0699
858.0   2.0216   2.0216   1.9559   0.0000   0.0770
859.0   2.0163   2.0163   1.7786   0.0000   0.0702
860.0   2.0134   2.0134   1.7798   0.0000   0.0703
861.0   2.0138   2.0138   1.6588   0.0000   0.0656
862.0   2.0180   2.0180   1.6463   0.0000   0.0649
863.0   2.0240   2.0240   2.0793   0.0000   0.0818
864.0   2.0289   2.0289   1.7825   0.0000   0.0699
865.0   2.0310   2.0310   2.2394   0.0000   0.0877
866.0   2.0290   2.0290   1.8455   0.0000   0.0724
867.0   2.0238   2.0238   2.1578   0.0000   0.0848
868.0   2.0182   2.0182   1.9898   0.0000   0.0785
869.0   2.0142   2.0142   2.4107   0.0000   0.0952
870.0   2.0131   2.0131   1.7975   0.0000   0.0711
871.0   2.0160   2.0160   1.8345   0.0000   0.0724
872.0   2.0211   2.0211   1.6746   0.0000   0.0659
873.0   2.0266   2.0266   1.9207   0.0000   0.0754
874.0   2.0302   2.0302   1.9222   0.0000   0.0753
875.0   2.0302   2.0302   1.6916   0.0000   0.0663
876.0   2.0262   2.0262   1.7647   0.0000   0.0693
877.0   2.0205   2.0205   1.7164   0.0000   0.0676
878.0   2.0153   2.0153   2.0535   0.0000   0.0811
879.0   2.0128   2.0128   1.8891   0.0000   0.0747
880.0   2.0145   2.0145   2.1282   0.0000   0.0841
881.0   2.0187   2.0187   1.9233   0.0000   0.0758
882.0   2.0242   2.0242   2.0264   0.0000   0.0797
883.0   2.0288   2.0288   2.1121   0.0000   0.0828
